Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100958100000,105126400000,103020300000,106525700000,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,301791301.791302,387700084.245998,510259940.720474,793884368.040437,2401403227.44085,2512784033.37828,3284301332.18953,3617580171.76055,4052000412.70087,5633000318.02401,7829094613.07082,8661263763.73626,7596703214.28571,6467582307.69231,6704395824.17582,6153296456.04396,5053021950.54945,5446428681.31868,6038187032.96703,6487912087.91209,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,175837550989.011,144411363345.27,179677211793.938,..
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38413636363.6364,40809523809.5238,42105263157.8947,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,170029359010.667,192614085153.841,179132893143.417,189790228071.757,199712289501.971,177882417554.984,185286854552.621,210146748920.419,243317079358.636,251019278416.197,251362040527.804,284087563695.798,..
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,554713455149.502,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.391,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657329646183.62,1693113904262.89,1489362488439.76,1778782625793.74,..
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,119000024,122000016,125000008,128000000,129999994,148799980,124525702.857143,159560018,172200018,188700037,219900006,222952578.196381,246457838.336681,290746157.145921,308458423.183854,571863295.740122,637754162.101094,746650558.55469,905709147.27019,1109346220.52885,1254765349.93185,1407062607.63214,1407242640.23211,1479688125.8852,1587412957.22263,1715625839.17973,1944711061.30888,2157434025.16467,2395493877.51365,2405021932.89997,2550185618.14774,1911600969.76612,2029026704.02707,1971525998.87685,753636370.454545,1293535010.94467,1382334879.40812,1851558301.7002,1989343495.21844,2155707325.1365,2067579822.43604,1965500949.34016,1964832511.92978,2137156726.89736,2375376873.10914,2932340855.31852,3318107347.2799,4068224991.08702,5177230923.28829,5671592572.19972,6121529488.49049,6881379761.83833,7650671476.94976,7815975293.67372,8234762201.03869,8539424910.07969,8690878327.95492,9252834120.39358,9642440645.81148,10356327149.4262,10184345442.1708,11070356519.4804,..
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121221651.619316,111862823.574979,109200934.328518,95572172.9835657,100947848.64478,111713922.141578,133016065.416065,122888609.715243,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249908970.658971,285475591.89651,269481523.200465,255410017.996401,258856139.798489,266299591.479428,281793623.822826,333428715.810751,407749562.600602,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680250453.148396,744104842.087627,773157453.281182,797728653.33275,796698269.18109,824160018.151066,843929639.973983,884847176.210759,878435084.164589,912944537.815126,868904477.722589,843842416.462442,..
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1109098657.57511,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616188702.34405,1541204337.79164,..,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75951210.6852445,85171308.1654435,102085583.465275,114582561.627097,136450274.673234,142775597.255916,149146423.083742,188021190.592847,187820464.571058,196652514.267255,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472551022.513384,526653790.670814,..
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,4187777711.11111,4485777644.44444,5377268848.44444,7184863276.49996,9664067929.69504,14947491056.4938,45412971909.8592,46773303721.2872,64005623869.6884,74188363504.5814,80265732292.0344,111859726428.231,164541658298.013,184291888768.662,153238991867.452,129171602026.049,119624918955.732,103897892810.602,86962013011.0721,85695941759.6796,88256162069.4259,95344352822.4299,117630271802.403,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742263040,328459700114.755,376900135727.637,415964583055.37,519796738640,429097899280,528207332649.536,671238840108.229,735974843348.664,746647127407.619,756350347320.381,654269739552.019,644935682011.475,688586094412.68,816578674529.141,803616264791.024,703367841222.555,833541236569.315,..
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,1003692374.56213,1058975265.60578,1085475573.50828,1122139637.2651,1188930567.7084,1210058396.05584,1246908373.75203,1246480958.52495,1309384830.18783,1245234806.88997,1297407828.6025,1339548823.65225,1620857277.17917,1863398448.33218,2099324949.86596,2830388404.8977,2869777812.39211,2938046307.24476,3280354339.37247,4084878667.84567,4510107330.09718,4095892072.13739,4013950868.56217,3569356462.13517,3485165160.52964,3818944603.04988,5392093507.79181,6487352282.55061,6418419798.07163,6366039352.58111,7390967034.66625,7255210700.97896,7769817869.31065,7367985694.79161,5034588159.28612,6326342962.93447,6559712550.65952,6041478436.08043,6505607633.36937,6592835457.6876,6013184809.23898,6507824767.06303,7006402592.45463,8768721956.33228,10076817278.1025,11009032665.3876,11697918802.7922,13994218939.2431,16853991176.9058,16145868284.5645,16121314670.9653,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116897847.0474,23398811423.578,24493157583.2282,27625388352.1688,..
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16832598870.0565,21818007448.7896,25676487999.5941,19457979423.376,19388663551.0012,6875845986.52121,12960538723.7591,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53356480453.8048,63082047649.8528,..
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,12012012.012012,11592011.5920116,12642026.5718964,13923029.2643975,15393032.3541529,15603032.7955465,16443034.5611211,16632032.8140183,16074027.3496039,16452027.9927637,18432031.3616959,21965951.7213048,30645121.0129499,36896278.2235629,43134498.6929657,47803145.9560303,49278979.5471457,64526398.6585361,85552369.914184,127261099.24396,147357222.779802,154902869.02139,147912069.76575,146712850.509248,151313241.982492,168887539.130818,207850623.637094,249267039.782675,283828769.029925,304832867.393246,368584758.942457,374359556.084926,433667193.814795,473916819.453826,486451204.557142,508221508.221508,503068472.20266,562958836.519905,608369282.225727,622985493.682733,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1059498883.53765,1328091522.02218,1387581391.70001,1416001321.92671,1490228318.73024,1573433080.78958,1636312009.83387,1684373490.19831,1261198524.11092,1454458183.85981,..
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,322009471.56704,327834680.557103,342721579.817636,348546952.134368,371848114.747956,359379856.248057,375479849.80806,348795303.000385,329860091.944037,408690163.476065,434410373.764149,419549425.077086,465381089.98454,575230234.387058,648590642.939888,679335901.117451,594895672.333848,691777758.395115,960728338.93643,1109374722.08294,1100685844.92284,1114830471.91787,1295361885.92419,995104305.347075,1087471861.98928,856890498.625834,490181456.62441,701307602.28443,1055083945.37738,932974411.917142,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795,4042237864.28942,..
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,704756304.717104,764634783.744937,826244609.95688,917614007.578727,894159153.273226,974650463.870378,1096432771.46217,1238043904.35123,1425715405.72325,1659904612.57023,1920586698.02692,2263785443.61688,2721440980.75851,3696213333.33333,5221534955.64418,5633673929.99302,6327077974.10703,6618585073.66035,7517176354.84135,9296921723.83465,11896256782.8566,14175228843.6391,16084252378.473,17784112149.5327,19749361097.965,19156532745.7691,18586746056.9974,20919215578.2125,25371462488.1292,30465364738.6206,36144336768.7023,45466164978.2923,52130263965.6231,60603478153.2368,73690847191.3055,87810991957.1046,96295886524.8227,100124191810.345,85728310229.4455,86284660766.9617,96074477958.2367,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318832428519.725,343193352161.634,376998146500.593,375472731271.075,345295933898.674,396986899888.351,..
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,936089385.47486,985865921.787709,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12747380650.0762,14272201755.4704,15495514296.8042,16520676973.5301,20162936291.375,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30463670123.5931,29242558796.5507,30778781606.9575,35297794385.6863,46919965224.1497,57437444469.087,62808723476.719,70767338922.4411,86563986799.2505,100879902984.983,89399303222.155,91162836320.3502,99922685424.8835,94623731085.6106,98935222174.8603,101437045019.901,88900883130.8374,89952699524.894,95649966260.9802,106137924015.593,105720354988.541,106696828625.55,116527101097.7,..
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21352224019.4096,21507232648.7252,20763101740.6963,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48067401207.3978,55779427739.6609,50567734885.9613,48208240226.4501,51583869785.1849,46577793184.0031,48415657264.8758,49997186439.0916,43107506024.3254,44766722790.5826,48589100043.0954,54177882425.8431,54331588482.3058,53706800043.6842,61748586534.8672,..
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,..,..,..,..,..,..,..,25203524.0325638,28084252.7582748,28606411.398041,..,50056882.8213879,40606712.050639,55272108.8435374,84539332.282562,74617096.4785967,83099107.9066357,93147039.2548237,111022089.96223,151270207.852194,182852054.18211,193750476.462092,192901942.941136,181220349.801554,181570454.320107,165524980.920416,147620047.544946,155128568.049167,176494422.137054,172882435.805604,214877638.378336,227536282.599086,269034595.812985,300749474.542774,402831864.859938,469443201.503274,510580417.227456,526559955.87721,457584496.220616,488028750.955954,419845231.77897,409507389.162562,346405301.683262,417671431.806979,468008069.795717,552862587.816571,617254747.35528,695295347.621537,776339395.190955,805561762.880199,898133796.267592,1063889652.2843,1185215901.67501,1285917749.68845,1335579569.64462,1307908069.79418,1379482146.90119,1469787255.62289,1615479408.99088,1619154819.29185,1536148245.54995,1631486531.92364,..
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,180459936.776025,191659914.376034,203531927.547229,216145935.941626,229529912.668035,243724533.172801,257374455.753265,271780364.837811,286718279.690322,306357284.571429,322600009.142857,331102742.193418,416942436.927838,507028428.241662,467577432.247816,710850226.528991,807275808.737093,498550873.043478,564986059.668508,590419855.11811,603592656.822209,699112266.835764,774419569.699066,733901365.935354,788307213.438235,876404617.656501,930318705.301335,1009792724.42175,1038291284.49695,1092392963.1951,917044228.00846,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4577000000,5024999991.72061,5335000000,5534000000,5609000000,5856000006.22196,6485000000,6883000000,7628000011.46184,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,8748596504.23581,9225996313.47639,9813996078.52345,10854195662.8805,11955995222.6234,13068994777.8911,14211394321.4111,15821393678.0875,17124793157.2752,19256992305.291,21218391521.5551,23411079378.0172,24515911652.1848,33262767310.8192,41389185875.3114,42906919870.1343,41150449966.4624,45328399963.0574,51607399957.94,63038687892.9693,89411894560.978,93141478234.6576,85904070613.6117,96204110958.8375,84870134619.0537,64459376104.0419,73354782108.5899,96535747615.4047,103976854738.412,108055603481.557,126048148263.098,135204432694.745,146956872370.266,147196639471.188,153512625915.287,171735223677.318,163236785802.34,168976663845.486,152982541794.042,151516560274.982,151753369491.916,135429607036.658,129088132201.846,197020241490.079,255806631391.551,288868489078.987,303860874149.007,333075462599.71,316132138757.081,329753048857.052,417365076968.257,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404159690890.846,388531954110.604,337619680138.494,419015018371.887,..
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14586253383.0632,12231264525.0671,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,12072126075.397,13834300571.4849,16138545209.246,19074913947.7196,21343844643.7341,24756958694.9238,28721062242.1634,31647119228.1982,31475548481.4095,36038711599.541,40992995008.3195,46619420359.2814,59132415221.3306,78639525985.1513,97274006345.5437,114777046376.812,118507184779.905,132449277108.434,160599687500,214601955875.062,232766822928.754,202807891511.984,195996754505.528,170951185614.849,172102910370.524,180793463796.477,251321075204.942,318747935588.196,376160409941.437,414757056921.996,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634907542858.302,598363313494.903,627830029412.205,708756677088.629,907491523174.116,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324750738725,1355579535912.55,1371820537888.62,1196156971279.69,1233554967011.68,1313245330197.65,1421702715218.04,1394320055129.41,1276962685648.25,1427380681294.55,..
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,1409873949.57983,1444327731.09244,1434156378.60082,1240672268.90756,1309747899.15966,1698319327.73109,1751470588.23529,1859465020.57613,1801344537.81513,1965546218.48739,2296470588.23529,2369308600.33727,2553936348.40871,2875625000,3574586466.16541,3791298145.50642,3591319857.31272,4104509582.86359,2733183856.50224,3364611432.24149,4024621899.57653,4415844155.84416,4768765016.81884,5167913302.16745,6043474842.76729,5978460972.01767,6405210563.88294,6682167119.56522,6978371581.26375,6987267683.77254,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,58636150709.5507,67753288946.2507,70447191495.6812,77000596661.4756,82528526229.5245,85140963536.633,88012262256.8633,94376246466.9549,94493847351.6433,89014990791.9051,85349112170.9594,88927263724.8592,..
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,12366563.6119699,12483229.3064224,12541562.1536487,12833226.3897801,13416554.8620428,13593932.3220537,14469078.1796966,16742338.2519864,14600000,15850000,16300000,19624746.4503043,22944849.1155047,24196018.3767228,31514856.3078422,33364055.2995392,30095602.2944551,44496296.2962963,49433333.3333333,58840740.7407407,68459259.2592593,80888888.8888889,86022222.2222222,86874074.0740741,98603703.7037037,111007407.407407,130685185.185185,147748148.148148,172692592.592593,192518518.518518,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000,547203703.703704,644414814.814815,689285185.185185,777691333.333333,774273111.111111,778718111.111111,836092407.407407,826231629.62963,875376407.407407,953174074.074074,957040740.740741,1008100000,1058937037.03704,1076911111.11111,1107840740.74074,884525925.925926,860840740.740741,..
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170370370.37037,194444444.444444,183333333.333333,197037037.037037,251481481.481481,284444444.444444,340000000,375555555.555556,429629629.62963,486666666.666667,579629629.62963,613703703.703704,674074074.074074,684814814.814815,713703703.703704,762962962.962963,788888888.888889,805925925.925926,877407407.407407,921851851.851852,932592592.592592,892592592.592592,900000000,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1749289302.71075,1807227215.4535,1865459670.06646,1996710562.6389,2057067919.33041,2094201725.17451,1516015718.73491,1691275156.6002,..
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,775890868.596882,..,..,772950710.774545,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,13066557.7786852,13999883.3343055,14524878.959342,13708219.0981742,14758210.3482471,15108207.4316047,16099865.8344514,15835177.9329133,15350000,16650000,18450000,20051648.1847182,27585488.9918284,30165373.6218865,32924215.8581726,33237164.715642,32792480.9729606,49353161.8518519,60844771.4814815,71096359.6296296,82340339.6296296,102086539.259259,113759203.333333,122255349.62963,135024987.777778,145641705.185185,160846656.666667,175580647.407407,200726712.592593,214745002.222222,240366666.666667,254829629.62963,277955555.555556,286307407.407407,289437037.037037,316007407.407407,331488888.888889,347770370.37037,373618518.518519,390718518.518519,427946037.037037,462072333.333333,487763851.851852,509090888.888889,549900185.185185,579948925.925926,643501148.148148,713596666.666667,732663259.259259,714300259.259259,720447888.888889,713796370.37037,730032592.592593,764781259.259259,770901444.444444,786554592.592593,814302259.259259,847620222.222222,884328185.185185,910149703.703704,872134555.555555,904181492.766708,..
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,1307333333.33333,1419333333.33333,1541666666.66667,1568333333.33333,1611333333.33333,1679333333.33333,1723000000,1865666666.66667,1947333333.33333,2144333333.33333,2437666666.66667,2656000000,2882000000,3571666666.66667,4595000000,5598000000,6979333333.33333,8704000000,7670500000,9032250000,8951800000,10016500000,8316000000,8230153846.15385,10447615384.6154,8089391304.34783,10092200000,12093333333.3333,14372555555.5556,21408111111.1111,33641222222.2222,43891285714.2857,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,15716489369.9266,18136839087.0077,21355576672.542,26645490675.0417,35182105414.3919,45264519502.6479,59440139774.8128,64831935604.2484,58316191440.365,74151186600.1735,78403418360.459,63195499524.2094,66026600235.4524,76818327441.6497,84985132167.2171,102943741648.824,129717804934.614,32333780383.2924,32338079165.2893,27034593750,34326058557.4418,..
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.882353,605492537.313433,691590497.737557,861411471.321696,926422500,1110850000,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126188134.7499,3317437626.43291,3591660723.58668,3996204757.11893,4016040575.08796,2911807496.20227,2984706243.65482,..
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,15822585033.5764,17212686614.5726,18667251380.0746,20204870629.7441,22532416750.0125,24795499685.775,26971486546.2848,29275995674.6888,31066819929.2853,33738102482.1558,38092452060.6201,41566412922.6087,48954145808.8359,59404966684.2214,66013338964.725,82885397620.5385,89362071672.9034,94468740851.4816,104442351222.751,123386410160.715,142092068280.689,129686938223.328,114380557730.876,105014356666.797,109201362581.3,114123537581.794,150498057723.623,183009638350.893,206986674500.588,217948315624.564,261846194498.885,274229034311.699,284321115594.629,212953336588.123,229033566614.826,267305875261.099,291743811512.079,268146144677.73,270809066780.714,274072182416.731,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,547054174235.876,635663801201.765,..
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,9522746719.21614,10712712465.0522,11879982758.5619,13063643795.7884,14480556571.5476,15346741669.7575,16480058704.8531,17740013179.26,18942729779.1,20524886616.4789,..,..,..,..,..,..,..,..,..,..,122660905890.076,112339195092.149,115140108850.909,114730757467.486,109547355832.66,111073640470.473,159223703930.18,199403912956.009,215721878630.493,208280848462.62,265763573999.424,268901693863.319,279921425828.474,272237527070.926,301375055202.164,352835806342.495,340103959546.926,294788198856.198,303459014346.806,297873643323.126,279216033870.204,286582672434.226,309301422430.386,362075086507.76,403912891033.374,418284865884.998,441634672196.523,490740715594.802,567267767519.158,554212916092.271,598851028906.58,715888126682.396,686420221557.99,706234937370.968,726537808338,694118186379.628,687895460902.713,695200833086.499,725568717468.001,721369112726.724,739913619797.445,800640155387.26,..
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,857704413.407821,945244972.067039,1110565880.75881,1200447408.37696,1339494267.01571,1329842434.55497,1321204502.6178,1443717801.04712,1562303429.31937,1796596910.99476,1780104712.04188,2097643979.05759,2415706806.28272,2579219250.63755,4244670160.29051,5566756756.75676,6417632802.89182,6882292993.63057,8251974522.29299,9929681528.66242,13062420382.1656,16758471337.5796,17525605095.5414,18672866242.0382,19195414012.7389,21203821656.051,25460636942.6752,32538089171.9745,16574342984.4098,18609532293.9866,23904498886.4143,27756258351.8931,33107349665.9243,36860133630.2895,45086948775.0557,50866369710.4677,61546280623.608,66420400890.8686,70418173719.3764,72970334075.7238,80590022271.7149,86771314031.1804,90558485523.3853,95693808463.2517,112863340757.238,134203830734.967,153799910913.14,180030111358.575,218089977728.285,224561692650.334,252518218262.806,67539427670.9958,43190317724.7088,21361254647.9904,21502061462.2122,16468399180.3822,12598742886.9368,16369724433.2751,21351730539.3113,22443299775.342,11079795397.2805,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2631768953.06859,1352000000,2156666666.66667,1644325581.39535,1518796992.4812,1231040564.3739,1043654822.33503,921572114.529611,1320242080.86531,1086605267.40992,860521119.298753,1080768906.5003,1221120798.81336,1555301496.04756,2076182460.86517,2312327536.41789,2830220713.07301,3719506172.83951,5161337336.40365,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8133996647.90397,8746270636.40142,..
